"Recência","Frequência","Gasto","ID do Cliente","Segmento"
683,5,171.7,"17575","Básico"
661,21,348.75,"17577","Básico"
234,65,1047.33,"17578","Básico"
20,94,753.28,"17579","Básico"
268,95,545.27,"17580","Básico"
576,7,135.95,"17583","Básico"
635,8,167.4,"17586","Básico"
644,43,181.66,"17587","Básico"
754,13,148.3,"17592","Básico"
28,83,388.79,"17595","Básico"
397,10,409.98,"17598","Básico"
493,3,52.05,"17599","Básico"
33,13,161.67,"17600","Básico"
255,76,421.48,"17601","Básico"
233,210,945.93,"17604","Básico"
606,13,160.75,"17605","Básico"
753,6,87.3,"17606","Básico"
392,22,333.81,"17607","Básico"
49,169,498.53,"17608","Básico"
73,100,390.07,"17614","Básico"
146,59,733.2,"17615","Básico"
189,5,1060.8,"17616","Básico"
574,19,395.33,"17617","Básico"
328,77,218.52,"17619","Básico"
75,4,81.44,"17620","Básico"
618,18,254,"17626","Básico"
494,10,296.36,"17627","Básico"
97,5,75.75,"17628","Básico"
185,26,503.6,"17630","Básico"
17,69,998.49,"17631","Básico"
35,20,285.56,"17636","Básico"
47,35,547.06,"17637","Básico"
663,3,842.4,"17638","Básico"
292,79,615.17,"17639","Básico"
389,39,541.25,"17643","Básico"
81,12,331.66,"17647","Básico"
37,8,166.08,"17650","Básico"
293,22,117.55,"17654","Básico"
446,7,126,"17657","Básico"
41,19,595.42,"17658","Básico"
157,89,359.47,"17660","Básico"
677,15,412.92,"17662","Básico"
509,19,563.1,"17665","Básico"
17,15,347.75,"17668","Básico"
243,11,205.7,"17670","Básico"
90,38,851.7,"17674","Básico"
279,28,599.76,"17678","Básico"
39,20,497.45,"17680","Básico"
613,14,731.2,"17681","Básico"
401,46,819.01,"17683","Básico"
59,15,239.41,"17684","Básico"
436,26,432.68,"17687","Básico"
409,19,304.2,"17688","Básico"
404,22,317.08,"17689","Básico"
374,52,780.05,"17691","Básico"
153,16,200.47,"17693","Básico"
252,19,338.95,"17697","Básico"
276,8,154.95,"17698","Básico"
492,19,442,"17699","Básico"
268,24,417.95,"17701","Básico"
184,31,885.19,"17704","Básico"
201,24,609.3,"17707","Básico"
203,74,887.93,"17708","Básico"
185,40,671.01,"17709","Básico"
439,20,293.5,"17710","Básico"
26,23,385.1,"17711","Básico"
60,29,522.91,"17712","Básico"
216,2,489.6,"17715","Básico"
437,26,376.92,"17717","Básico"
248,23,439.18,"17718","Básico"
675,11,307.21,"17721","Básico"
87,40,1033,"17724","Básico"
411,64,1092.06,"17726","Básico"
612,23,438.65,"17729","Básico"
54,35,692.19,"17733","Básico"
25,25,377.44,"17736","Básico"
25,10,168.24,"17737","Básico"
405,9,426.9,"17740","Básico"
422,6,101.1,"17741","Básico"
464,3,229.2,"17743","Básico"
493,28,600.34,"17745","Básico"
256,36,904.18,"17746","Básico"
128,1,71.4,"17747","Básico"
543,17,358.15,"17748","Básico"
194,57,1026.18,"17749","Básico"
437,32,157.86,"17751","Básico"
375,1,80.64,"17752","Básico"
480,72,390.56,"17753","Básico"
391,85,733.7,"17756","Básico"
37,76,918.93,"17760","Básico"
48,19,712.78,"17761","Básico"
472,17,129.75,"17762","Básico"
279,14,86.15,"17763","Básico"
174,83,530.8,"17765","Básico"
397,22,299.61,"17766","Básico"
31,39,413.05,"17767","Básico"
72,69,387.41,"17771","Básico"
26,105,384.77,"17772","Básico"
530,56,585.27,"17773","Básico"
270,3,56.4,"17775","Básico"
402,84,338.56,"17776","Básico"
40,194,665.86,"17777","Básico"
677,10,197.7,"17778","Básico"
37,82,658.57,"17779","Básico"
683,81,352.91,"17780","Básico"
175,12,188.02,"17781","Básico"
398,29,679.02,"17782","Básico"
88,92,379.91,"17783","Básico"
566,23,112.86,"17784","Básico"
69,51,403.38,"17785","Básico"
101,72,278.74,"17786","Básico"
297,29,397.15,"17789","Básico"
45,10,106.1,"17791","Básico"
483,53,370.05,"17792","Básico"
41,58,323.04,"17793","Básico"
702,7,147.3,"17794","Básico"
195,46,350.39,"17795","Básico"
597,49,183.09,"17798","Básico"
467,85,798.33,"17801","Básico"
408,27,184.66,"17803","Básico"
392,92,385.23,"17804","Básico"
89,11,927.03,"17805","Básico"
27,43,546.04,"17806","Básico"
411,89,437.87,"17807","Básico"
564,33,262.64,"17808","Básico"
684,56,374.81,"17810","Básico"
409,13,591.96,"17815","Básico"
52,55,112.32,"17816","Básico"
20,138,807.85,"17817","Básico"
753,46,130.18,"17818","Básico"
390,42,183.56,"17820","Básico"
422,6,334.62,"17821","Básico"
437,110,494.25,"17823","Básico"
67,13,298.4,"17824","Básico"
614,28,731.96,"17825","Básico"
390,34,134.59,"17826","Básico"
17,23,398.7,"17830","Básico"
49,2,35.4,"17831","Básico"
65,61,155.37,"17832","Básico"
739,32,342.36,"17833","Básico"
430,59,730.47,"17834","Básico"
18,61,350.64,"17835","Básico"
63,24,110.21,"17836","Básico"
58,56,338.8,"17839","Básico"
459,55,185.72,"17840","Básico"
618,18,430.69,"17842","Básico"
319,64,326.23,"17843","Básico"
122,5,51.56,"17844","Básico"
571,48,598.19,"17845","Básico"
531,9,129.69,"17847","Básico"
234,50,1063.76,"17849","Básico"
27,110,663.21,"17852","Básico"
388,34,417.94,"17855","Básico"
320,25,148.21,"17859","Básico"
384,232,1015.54,"17860","Básico"
28,145,924.32,"17864","Básico"
402,19,234.65,"17868","Básico"
123,98,1036.16,"17869","Básico"
397,15,235.87,"17872","Básico"
201,46,683.46,"17874","Básico"
704,26,167.1,"17875","Básico"
186,12,237.61,"17877","Básico"
189,6,178.52,"17879","Básico"
380,45,824.92,"17880","Básico"
320,8,133.35,"17881","Básico"
395,56,313.46,"17882","Básico"
19,176,995.85,"17883","Básico"
28,64,190.19,"17885","Básico"
145,10,111.35,"17887","Básico"
228,122,774.87,"17889","Básico"
338,94,602.09,"17890","Básico"
178,34,203.86,"17891","Básico"
72,28,244.1,"17892","Básico"
241,16,112.25,"17893","Básico"
60,16,98,"17895","Básico"
39,2,256.32,"17896","Básico"
101,50,299.18,"17898","Básico"
175,32,155.8,"17899","Básico"
206,6,112.2,"17900","Básico"
45,22,260.08,"17901","Básico"
562,24,216.4,"17902","Básico"
410,45,381.09,"17903","Básico"
37,38,191.67,"17904","Básico"
263,12,72.9,"17906","Básico"
656,13,291.76,"17907","Básico"
753,9,132.55,"17909","Básico"
742,26,261.7,"17910","Básico"
25,39,366.23,"17911","Básico"
326,52,375.5,"17912","Básico"
19,80,336.43,"17914","Básico"
567,35,242.13,"17915","Básico"
644,19,43.87,"17916","Básico"
61,94,341.28,"17917","Básico"
516,40,396.39,"17918","Básico"
559,8,170.4,"17922","Básico"
298,3,497,"17923","Básico"
388,2,488.16,"17925","Básico"
149,44,1035.49,"17926","Básico"
737,10,294,"17927","Básico"
61,27,341.24,"17928","Básico"
648,14,114.69,"17933","Básico"
67,41,1049.15,"17934","Básico"
154,64,686.14,"17935","Básico"
21,77,389.84,"17936","Básico"
436,29,144.29,"17938","Básico"
175,12,99.14,"17939","Básico"
23,2,77.5,"17942","Básico"
439,26,75.41,"17944","Básico"
712,72,360.35,"17945","Básico"
249,20,149.58,"17946","Básico"
53,9,176.68,"17947","Básico"
163,1,358.56,"17948","Básico"
394,104,819.61,"17952","Básico"
556,21,160.82,"17953","Básico"
214,22,949.9,"17955","Básico"
265,1,12.75,"17956","Básico"
82,31,111.68,"17957","Básico"
132,36,973.88,"17958","Básico"
608,2,140.75,"17959","Básico"
187,37,135.08,"17960","Básico"
158,200,687.42,"17962","Básico"
487,112,651.51,"17963","Básico"
47,139,733.46,"17964","Básico"
387,115,357.29,"17967","Básico"
389,220,888.04,"17968","Básico"
227,31,582.59,"17970","Básico"
564,21,161.94,"17971","Básico"
257,31,136.04,"17972","Básico"
67,15,337.04,"17973","Básico"
388,130,706.38,"17976","Básico"
51,146,757.71,"17979","Básico"
181,66,1033.42,"17980","Básico"
426,17,239.12,"17981","Básico"
696,13,138.18,"17982","Básico"
411,24,171.71,"17983","Básico"
38,23,634.95,"17985","Básico"
72,1,20.8,"17986","Básico"
201,178,1003.64,"17987","Básico"
27,123,489.54,"17988","Básico"
395,34,228.83,"17989","Básico"
241,40,320.55,"17991","Básico"
405,53,254.13,"17992","Básico"
633,64,235.19,"17993","Básico"
297,29,495.48,"17995","Básico"
395,67,482.33,"17996","Básico"
396,58,639.24,"17998","Básico"
53,176,730.9,"17999","Básico"
580,6,124.25,"18000","Básico"
28,140,953.84,"18001","Básico"
391,54,249.92,"18002","Básico"
392,25,358.61,"18003","Básico"
378,40,169.47,"18004","Básico"
19,60,249.72,"18005","Básico"
39,65,997.86,"18006","Básico"
408,51,220.32,"18007","Básico"
272,14,174.8,"18010","Básico"
389,93,527.03,"18011","Básico"
739,13,115.3,"18012","Básico"
171,31,187.29,"18013","Básico"
44,32,166.42,"18014","Básico"
20,46,120.03,"18015","Básico"
97,4,688,"18017","Básico"
124,44,297.99,"18018","Básico"
67,5,38.45,"18019","Básico"
559,12,190.48,"18020","Básico"
525,33,227.06,"18021","Básico"
168,21,389.78,"18024","Básico"
114,21,115.31,"18027","Básico"
599,4,192.05,"18028","Básico"
658,18,433.77,"18029","Básico"
20,9,230.65,"18030","Básico"
394,65,462.1,"18031","Básico"
350,5,73.5,"18032","Básico"
81,34,97.97,"18033","Básico"
37,225,793.7,"18034","Básico"
170,33,167.42,"18037","Básico"
572,32,149.41,"18038","Básico"
390,168,579.17,"18039","Básico"
35,19,357.2,"18040","Básico"
69,16,281.15,"18042","Básico"
40,187,875.97,"18043","Básico"
61,47,189.4,"18045","Básico"
665,26,189.63,"18046","Básico"
397,88,342.69,"18047","Básico"
219,61,401.73,"18048","Básico"
453,95,556.52,"18049","Básico"
375,23,412.06,"18050","Básico"
86,32,571.07,"18053","Básico"
408,11,176.5,"18054","Básico"
304,30,554.6,"18056","Básico"
25,16,774.06,"18058","Básico"
39,19,306.46,"18059","Básico"
406,3,186.6,"18063","Básico"
56,37,396.33,"18067","Básico"
305,1,101.7,"18068","Básico"
685,9,314.1,"18070","Básico"
201,18,247.44,"18072","Básico"
396,8,151.49,"18076","Básico"
233,77,844.6,"18078","Básico"
52,17,343.45,"18081","Básico"
41,73,703.37,"18082","Básico"
413,42,470.73,"18083","Básico"
32,8,812.93,"18084","Básico"
290,7,101.34,"18086","Básico"
77,39,167.67,"18088","Básico"
462,10,428.45,"18089","Básico"
437,60,349.4,"18090","Básico"
609,25,360.85,"18091","Básico"
412,88,550.84,"18098","Básico"
143,19,168.31,"18099","Básico"
566,30,451.56,"18100","Básico"
27,112,629.16,"18101","Básico"
565,10,105.8,"18103","Básico"
53,38,754.64,"18104","Básico"
53,18,113.48,"18105","Básico"
458,39,167.13,"18107","Básico"
270,47,848.81,"18108","Básico"
35,84,435.43,"18110","Básico"
605,27,405.85,"18111","Básico"
28,63,775.96,"18112","Básico"
384,2,152.64,"18113","Básico"
306,28,220.1,"18114","Básico"
713,3,9.7,"18115","Básico"
41,74,320.72,"18117","Básico"
383,60,362.24,"18119","Básico"
230,17,111.15,"18120","Básico"
165,32,673.1,"18121","Básico"
40,59,684.59,"18123","Básico"
488,24,111.53,"18124","Básico"
76,56,206.83,"18126","Básico"
35,69,561.53,"18127","Básico"
553,45,420.04,"18128","Básico"
259,14,112.55,"18129","Básico"
647,4,222.96,"18131","Básico"
520,66,226.9,"18132","Básico"
228,1,931.5,"18133","Básico"
614,28,445,"18134","Básico"
567,29,145.99,"18137","Básico"
311,8,152.65,"18138","Básico"
489,54,536.41,"18140","Básico"
417,42,882.47,"18141","Básico"
173,15,1019.52,"18142","Básico"
132,61,1000.16,"18143","Básico"
156,10,160.35,"18146","Básico"
61,7,179.34,"18147","Básico"
662,11,114.1,"18148","Básico"
48,37,566.58,"18150","Básico"
662,10,426.69,"18152","Básico"
675,17,246.22,"18153","Básico"
19,47,932.6,"18154","Básico"
91,25,371.62,"18155","Básico"
28,195,941.17,"18156","Básico"
587,26,215.35,"18157","Básico"
25,34,453.4,"18158","Básico"
317,23,530.15,"18159","Básico"
73,65,1003.88,"18160","Básico"
748,47,379.16,"18162","Básico"
600,33,728.84,"18163","Básico"
53,24,399.65,"18164","Básico"
193,10,302.46,"18165","Básico"
639,10,175.5,"18166","Básico"
76,9,202.65,"18169","Básico"
23,2,162.5,"18174","Básico"
691,7,176.1,"18175","Básico"
374,30,476.35,"18176","Básico"
479,10,291.13,"18182","Básico"
243,37,632.07,"18183","Básico"
31,1,49.8,"18184","Básico"
265,17,304.25,"18185","Básico"
738,11,329.58,"18186","Básico"
647,48,724.89,"18187","Básico"
208,42,745.62,"18190","Básico"
277,15,529.4,"18191","Básico"
87,45,957.97,"18192","Básico"
403,5,101.16,"18195","Básico"
591,9,230.1,"18197","Básico"
699,20,344.75,"18199","Básico"
122,32,163.8,"18200","Básico"
738,27,447.53,"18201","Básico"
173,60,504.42,"18203","Básico"
52,32,517.36,"18205","Básico"
569,19,314.66,"18206","Básico"
515,31,544.47,"18207","Básico"
581,17,360.08,"18208","Básico"
44,8,139.1,"18209","Básico"
41,42,600.07,"18211","Básico"
342,55,546.72,"18212","Básico"
252,15,232.48,"18213","Básico"
47,26,481.75,"18216","Básico"
45,40,945.04,"18217","Básico"
108,19,443,"18222","Básico"
279,10,158.95,"18224","Básico"
233,6,388.75,"18227","Básico"
72,30,779.9,"18228","Básico"
97,37,592.97,"18232","Básico"
341,1,440,"18233","Básico"
567,30,179.6,"18234","Básico"
18,61,987.1,"18237","Básico"
531,14,270.92,"18238","Básico"
62,6,422.58,"18240","Básico"
430,26,515.78,"18243","Básico"
446,19,568.64,"18244","Básico"
39,5,758.82,"18246","Básico"
430,37,839.73,"18247","Básico"
138,47,804.02,"18248","Básico"
33,8,95.34,"18249","Básico"
326,21,349.27,"18250","Básico"
658,7,317.88,"18253","Básico"
597,16,267.9,"18254","Básico"
105,19,303.15,"18255","Básico"
403,10,110.7,"18256","Básico"
59,21,324.24,"18261","Básico"
156,42,577.54,"18262","Básico"
514,36,603.25,"18264","Básico"
88,46,801.51,"18265","Básico"
450,14,251.1,"18266","Básico"
688,17,269.37,"18267","Básico"
382,14,337.2,"18269","Básico"
54,17,444.55,"18270","Básico"
625,21,680.85,"18271","Básico"
18,4,357,"18273","Básico"
46,11,175.92,"18274","Básico"
594,19,741.85,"18275","Básico"
89,24,414.2,"18278","Básico"
535,13,231.34,"18279","Básico"
293,30,488.15,"18280","Básico"
196,17,201.14,"18281","Básico"
23,12,178.05,"18282","Básico"
447,28,461.68,"18284","Básico"
676,12,427,"18285","Básico"
91,51,2019.4,"12348","Intermediário"
248,58,1079.4,"12354","Intermediário"
23,85,1313.1,"12364","Intermediário"
429,93,1791.15,"12369","Intermediário"
87,52,1298.04,"12372","Intermediário"
327,51,1127.65,"12373","Intermediário"
97,81,1620.22,"12379","Intermediário"
20,87,1845.31,"12381","Intermediário"
200,99,1850.56,"12383","Intermediário"
395,65,1938.4,"12385","Intermediário"
418,49,1433.33,"12389","Intermediário"
88,107,2399.45,"12393","Intermediário"
79,27,1272.48,"12394","Intermediário"
51,126,2409.9,"12397","Intermediário"
61,85,1635.66,"12398","Intermediário"
135,110,1962.3,"12399","Intermediário"
339,70,1256.9,"12402","Intermediário"
164,54,1710.39,"12405","Intermediário"
65,77,1708.12,"12407","Intermediário"
90,127,2596.93,"12412","Intermediário"
128,102,2021.2,"12418","Intermediário"
31,65,1098.6,"12421","Intermediário"
16,165,2622.39,"12423","Intermediário"
94,91,1741.41,"12425","Intermediário"
210,77,1345.21,"12426","Intermediário"
37,41,1129.3,"12427","Intermediário"
100,70,1103.43,"12434","Intermediário"
698,72,1158.18,"12439","Intermediário"
87,84,1777.49,"12458","Intermediário"
34,62,1189.59,"12462","Intermediário"
69,83,1344.78,"12463","Intermediário"
26,29,1212.05,"12464","Intermediário"
69,61,1149.64,"12475","Intermediário"
25,55,1298.66,"12488","Intermediário"
31,111,1872.87,"12494","Intermediário"
352,149,2169.39,"12501","Intermediário"
600,2,1126,"12503","Intermediário"
150,50,1844.06,"12507","Intermediário"
283,84,1597.76,"12514","Intermediário"
93,74,2648.62,"12516","Intermediário"
44,284,2502.84,"12517","Intermediário"
16,124,2056.89,"12518","Intermediário"
95,152,2634.26,"12520","Intermediário"
16,71,1316.66,"12526","Intermediário"
25,92,1933.48,"12528","Intermediário"
30,127,1933.2,"12531","Intermediário"
643,72,1367.89,"12533","Intermediário"
146,63,1089.18,"12534","Intermediário"
62,69,1161.5,"12546","Intermediário"
591,49,1575.68,"12549","Intermediário"
21,105,2134.01,"12560","Intermediário"
51,142,2142.72,"12576","Intermediário"
51,302,1653.75,"12577","Intermediário"
254,103,1980.4,"12582","Intermediário"
19,96,2338.15,"12584","Intermediário"
250,87,2040.1,"12585","Intermediário"
33,94,2062.67,"12586","Intermediário"
333,69,1352.15,"12591","Intermediário"
108,81,2582.66,"12592","Intermediário"
45,133,2296.72,"12599","Intermediário"
392,76,1232.95,"12605","Intermediário"
76,101,1579.51,"12607","Intermediário"
38,106,2099.54,"12610","Intermediário"
68,65,1193.32,"12611","Intermediário"
111,54,1131.1,"12616","Intermediário"
30,92,1339.41,"12620","Intermediário"
401,45,1558.22,"12629","Intermediário"
25,64,1270.88,"12630","Intermediário"
254,64,1312.37,"12639","Intermediário"
39,53,1174.58,"12640","Intermediário"
145,111,1918.49,"12644","Intermediário"
20,45,1346.97,"12646","Intermediário"
170,65,1112,"12648","Intermediário"
123,118,2294.65,"12649","Intermediário"
27,47,1643.18,"12657","Intermediário"
410,31,1248.42,"12666","Intermediário"
622,45,2622.481,"12671","Intermediário"
21,74,1230.02,"12673","Intermediário"
54,83,1970.6,"12674","Intermediário"
74,48,1113.02,"12679","Intermediário"
23,105,2283.63,"12684","Intermediário"
496,126,2138.91,"12687","Intermediário"
41,72,1247.61,"12689","Intermediário"
44,39,1170.4,"12691","Intermediário"
143,79,1703.02,"12693","Intermediário"
86,83,1843.35,"12694","Intermediário"
23,59,1407.12,"12695","Intermediário"
95,147,2446.41,"12701","Intermediário"
23,88,2340.84,"12704","Intermediário"
112,77,1149.02,"12710","Intermediário"
627,60,1339.05,"12711","Intermediário"
19,69,1053.49,"12716","Intermediário"
167,71,1308.91,"12717","Intermediário"
21,129,2317.52,"12724","Intermediário"
387,130,2694.56,"12725","Intermediário"
87,61,1070.17,"12728","Intermediário"
250,157,2424.87,"12733","Intermediário"
641,67,1201.52,"12742","Intermediário"
23,69,1898.52,"12762","Intermediário"
332,45,1693.88,"12764","Intermediário"
488,68,1404.58,"12765","Intermediário"
254,32,1143.6,"12769","Intermediário"
33,81,1686.12,"12775","Intermediário"
35,114,1775.68,"12778","Intermediário"
18,84,2225.91,"12783","Intermediário"
25,131,1804.75,"12784","Intermediário"
380,56,1100.4,"12785","Intermediário"
202,138,2416.42,"12802","Intermediário"
397,58,1434.95,"12805","Intermediário"
193,81,1755.94,"12809","Intermediário"
517,45,1687.8,"12813","Intermediário"
277,14,1542.08,"12818","Intermediário"
19,160,2689.52,"12820","Intermediário"
86,48,1917.99,"12842","Intermediário"
38,126,1636.9,"12847","Intermediário"
23,314,2179.93,"12856","Intermediário"
299,63,1227.35,"12866","Intermediário"
201,146,2247.06,"12868","Intermediário"
391,93,1676.95,"12870","Intermediário"
298,35,2027.3,"12873","Intermediário"
159,8,1356.99,"12875","Intermediário"
25,13,1463.04,"12882","Intermediário"
79,71,1175.22,"12885","Intermediário"
83,82,1378.4,"12886","Intermediário"
192,5,1776,"12908","Intermediário"
567,248,1680.47,"12911","Intermediário"
18,24,1662.3,"12912","Intermediário"
164,73,1174.75,"12915","Intermediário"
24,50,1335.19,"12919","Intermediário"
104,74,2469.4,"12924","Intermediário"
427,274,1548.46,"12926","Intermediário"
555,95,1698.56,"12932","Intermediário"
40,296,1687.03,"12933","Intermediário"
33,62,1063.9,"12936","Intermediário"
159,114,1908.03,"12947","Intermediário"
32,125,2317.43,"12948","Intermediário"
18,23,1843,"12950","Intermediário"
21,79,1387.79,"12952","Intermediário"
429,70,1322.07,"12960","Intermediário"
23,383,1524.97,"12970","Intermediário"
429,77,1161.2,"12972","Intermediário"
452,112,2100.09,"12975","Intermediário"
401,163,2502.82,"12978","Intermediário"
16,76,1239.38,"12985","Intermediário"
444,102,2729.84,"12986","Intermediário"
89,66,1312.21,"12987","Intermediário"
39,76,1259.63,"12993","Intermediário"
38,107,2110.91,"12997","Intermediário"
395,55,1229.95,"13019","Intermediário"
80,76,1449.03,"13023","Intermediário"
17,82,1733.08,"13026","Intermediário"
46,17,1927.3,"13029","Intermediário"
27,159,1227.22,"13030","Intermediário"
89,42,1364.2,"13035","Intermediário"
614,199,1556.54,"13042","Intermediário"
80,26,1408.24,"13049","Intermediário"
94,154,2321.11,"13055","Intermediário"
265,202,2303.17,"13059","Intermediário"
28,94,1680.74,"13064","Intermediário"
389,76,1260.91,"13065","Intermediário"
527,29,1378.74,"13074","Intermediário"
173,84,2433.28,"13085","Intermediário"
44,45,2321.82,"13091","Intermediário"
86,105,2140.28,"13092","Intermediário"
37,32,2433.12,"13094","Intermediário"
19,30,1709.1,"13104","Intermediário"
388,45,1098.52,"13108","Intermediário"
75,70,1134.03,"13109","Intermediário"
37,188,2643.81,"13117","Intermediário"
35,148,2415.41,"13118","Intermediário"
101,121,2475.23,"13134","Intermediário"
38,99,1467.24,"13138","Intermediário"
124,122,1215.68,"13140","Intermediário"
55,10,1423.52,"13145","Intermediário"
30,86,1676.06,"13149","Intermediário"
311,176,2580.74,"13151","Intermediário"
433,135,2146.38,"13152","Intermediário"
415,93,1624.84,"13154","Intermediário"
49,164,1750.18,"13155","Intermediário"
401,104,1586.54,"13156","Intermediário"
110,100,1508.18,"13158","Intermediário"
24,121,1437.85,"13159","Intermediário"
62,49,1451.16,"13165","Intermediário"
34,81,1125.15,"13167","Intermediário"
52,180,1875.31,"13168","Intermediário"
20,250,2639.35,"13173","Intermediário"
30,181,1701.29,"13184","Intermediário"
55,79,1575.89,"13186","Intermediário"
111,162,2558.58,"13192","Intermediário"
518,88,1240.61,"13201","Intermediário"
410,69,1580.3,"13202","Intermediário"
25,169,2648.25,"13203","Intermediário"
74,254,1988.5,"13208","Intermediário"
94,53,1336.09,"13220","Intermediário"
76,108,2155.95,"13224","Intermediário"
28,207,1357.6,"13232","Intermediário"
90,76,1176.46,"13233","Intermediário"
277,94,1594.69,"13239","Intermediário"
112,231,1738.52,"13240","Intermediário"
219,220,1278.04,"13243","Intermediário"
108,35,1608.93,"13249","Intermediário"
77,324,1433.38,"13259","Intermediário"
69,91,2107.66,"13265","Intermediário"
382,2,1180,"13270","Intermediário"
79,249,1939.26,"13276","Intermediário"
56,108,1435.85,"13278","Intermediário"
138,210,2322.63,"13280","Intermediário"
34,51,1313.19,"13282","Intermediário"
408,72,1192.94,"13293","Intermediário"
205,102,1689.53,"13294","Intermediário"
375,67,1101.97,"13295","Intermediário"
284,62,1218.7,"13299","Intermediário"
185,55,1285.51,"13300","Intermediário"
367,78,1217.99,"13304","Intermediário"
38,71,1670.37,"13308","Intermediário"
23,130,1706.37,"13309","Intermediário"
44,95,1541.2,"13310","Intermediário"
94,150,2228.1,"13320","Intermediário"
332,17,1308.48,"13328","Intermediário"
562,87,1575.26,"13337","Intermediário"
173,128,2445.62,"13338","Intermediário"
83,119,2543.72,"13344","Intermediário"
447,66,1553.65,"13360","Intermediário"
488,34,1450.5,"13361","Intermediário"
33,102,1723.86,"13363","Intermediário"
49,128,2225.37,"13365","Intermediário"
272,52,1121.5,"13368","Intermediário"
387,78,1509.74,"13370","Intermediário"
521,92,2297.66,"13371","Intermediário"
104,71,1792.23,"13375","Intermediário"
412,78,1552.88,"13377","Intermediário"
296,86,1387.58,"13382","Intermediário"
147,69,1185.65,"13388","Intermediário"
599,69,1131.45,"13393","Intermediário"
201,81,1180.23,"13395","Intermediário"
45,43,1360.99,"13396","Intermediário"
143,96,1535.13,"13402","Intermediário"
90,43,1213.811,"13405","Intermediário"
594,85,2244.7,"13407","Intermediário"
40,50,2201.96,"13410","Intermediário"
149,55,2494.14,"13414","Intermediário"
20,77,1669.49,"13417","Intermediário"
80,127,2626.3,"13422","Intermediário"
90,35,1666.86,"13434","Intermediário"
439,59,1295.25,"13440","Intermediário"
464,204,1280.16,"13443","Intermediário"
39,59,1129.14,"13447","Intermediário"
33,63,1766.72,"13456","Intermediário"
640,73,1160.41,"13459","Intermediário"
268,71,1153.85,"13462","Intermediário"
26,99,1083.71,"13467","Intermediário"
17,260,2531.58,"13471","Intermediário"
76,70,2657.76,"13473","Intermediário"
207,86,1431.78,"13475","Intermediário"
194,106,2061.47,"13476","Intermediário"
485,125,2215.78,"13478","Intermediário"
94,69,1122.41,"13486","Intermediário"
152,50,1269.84,"13492","Intermediário"
298,67,1320.33,"13497","Intermediário"
33,42,1159.11,"13499","Intermediário"
39,85,1466.3,"13500","Intermediário"
87,198,1905.39,"13503","Intermediário"
332,98,1639.2,"13506","Intermediário"
19,162,2479.16,"13507","Intermediário"
24,49,1114.72,"13509","Intermediário"
88,76,1265.82,"13515","Intermediário"
37,61,1685.26,"13516","Intermediário"
75,141,2128.42,"13517","Intermediário"
17,436,1093.65,"13521","Intermediário"
754,44,1182,"13526","Intermediário"
221,90,1738.52,"13531","Intermediário"
101,86,1569.36,"13539","Intermediário"
650,47,1439.61,"13543","Intermediário"
28,153,1092.14,"13546","Intermediário"
396,200,1638.28,"13554","Intermediário"
231,233,1820.72,"13561","Intermediário"
56,374,1708.12,"13566","Intermediário"
221,33,1384.25,"13572","Intermediário"
30,90,1539.04,"13579","Intermediário"
171,96,1445.031,"13583","Intermediário"
79,30,1673.5,"13587","Intermediário"
31,174,2478.95,"13588","Intermediário"
30,52,1120.74,"13589","Intermediário"
80,101,2093.94,"13591","Intermediário"
61,195,1185.14,"13601","Intermediário"
56,122,1078.31,"13607","Intermediário"
28,416,2175.88,"13610","Intermediário"
40,271,2359.19,"13614","Intermediário"
56,107,1278.75,"13617","Intermediário"
46,292,2566.49,"13623","Intermediário"
75,129,2245.9,"13627","Intermediário"
21,71,2031.78,"13630","Intermediário"
90,59,1346.27,"13639","Intermediário"
47,102,2156.77,"13643","Intermediário"
32,146,2624.26,"13644","Intermediário"
416,106,1764.02,"13648","Intermediário"
272,126,1678.88,"13649","Intermediário"
61,159,2570.85,"13652","Intermediário"
130,119,2280.51,"13655","Intermediário"
180,87,1078.85,"13656","Intermediário"
101,137,2250.11,"13662","Intermediário"
195,99,2047.51,"13663","Intermediário"
402,106,1711.66,"13665","Intermediário"
79,9,1259.5,"13689","Intermediário"
390,106,2011.82,"13693","Intermediário"
437,24,2020.4,"13696","Intermediário"
42,243,2613.46,"13700","Intermediário"
21,134,2308.06,"13704","Intermediário"
23,84,2035.33,"13705","Intermediário"
234,92,1792.26,"13711","Intermediário"
48,124,1763.3,"13717","Intermediário"
233,59,1209.2,"13723","Intermediário"
65,104,1980.56,"13725","Intermediário"
54,42,1079.66,"13726","Intermediário"
44,84,1080.05,"13727","Intermediário"
256,95,1597.77,"13740","Intermediário"
18,41,1341.6,"13743","Intermediário"
111,72,1156.36,"13744","Intermediário"
111,59,2268.35,"13748","Intermediário"
140,95,1590.73,"13752","Intermediário"
303,80,2094.57,"13753","Intermediário"
19,342,2161.35,"13755","Intermediário"
70,119,1363.64,"13760","Intermediário"
66,122,1952.17,"13761","Intermediário"
234,35,2472.48,"13762","Intermediário"
119,44,1124.49,"13778","Intermediário"
28,244,1793.72,"13782","Intermediário"
503,10,1542.09,"13783","Intermediário"
91,86,1222.5,"13787","Intermediário"
143,11,1516,"13791","Intermediário"
452,78,1179.45,"13797","Intermediário"
325,73,1679.56,"13800","Intermediário"
271,78,1338.91,"13803","Intermediário"
21,76,1747.66,"13808","Intermediário"
